path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,147,169,176,195,OSBS.02980
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,12,154,66,191,OSBS.02981
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,118,77,195,144,OSBS.02984
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,64,117,110,147,OSBS.02982
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,167,25,200,108,OSBS.02993
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,58,62,116,112,OSBS.02996
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,49,91,87,115,OSBS.02995
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,25,62,57,89,OSBS.02999
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,121,26,148,57,OSBS.02309
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,94,33,122,59,OSBS.02310
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,54,47,72,63,OSBS.02998
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,71,30,102,58,OSBS.02997
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,43,22,69,46,OSBS.02307
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,151,1,198,32,OSBS.02312
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,27,18,54,32,OSBS.02308
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,39,0,81,19,OSBS.02306
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_15_rgb.tif,104,0,138,5,OSBS.00027
