path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,153,1,194,41,OSBS.03513
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,116,1,147,22,OSBS.00024
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,81,1,115,31,OSBS.03592
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,26,0,66,11,OSBS.03591
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,5,1,25,23,OSBS.03517
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,95,35,147,112,OSBS.03510
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,11,33,58,84,OSBS.03520
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,20,102,69,150,OSBS.06013
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,145,164,194,200,OSBS.03500
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_52_rgb.tif,67,151,112,183,OSBS.03509
