path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,0,111,59,187,OSBS.00789
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,177,149,194,165,OSBS.00791
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,175,123,188,132,OSBS.01002
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,197,106,198,124,OSBS.00009
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,105,65,160,130,OSBS.00771
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,162,93,190,115,OSBS.00774
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,96,101,104,122,OSBS.01003
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,48,90,77,122,OSBS.00788
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,170,28,200,75,OSBS.00778
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,44,0,122,87,OSBS.00785
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,12,45,49,91,OSBS.00786
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,140,34,159,57,OSBS.00781
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,123,15,131,32,OSBS.00784
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_34_rgb.tif,140,1,173,29,OSBS.00782
