path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,156,171,191,198,OSBS.03001
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,119,176,150,199,OSBS.03002
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,71,173,113,199,OSBS.03003
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,81,133,137,172,OSBS.03012
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,52,140,79,169,OSBS.03010
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,0,104,36,151,OSBS.03005
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,77,106,124,132,OSBS.03013
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,143,103,172,117,OSBS.03015
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,13,70,72,137,OSBS.03009
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,162,81,184,102,OSBS.03098
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,138,67,159,95,OSBS.03095
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,89,80,130,102,OSBS.03094
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,101,53,137,89,OSBS.03016
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,53,31,104,76,OSBS.03017
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,159,14,192,51,OSBS.03025
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,0,35,28,70,OSBS.03008
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,184,1,197,13,OSBS.03074
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,81,2,106,21,OSBS.03073
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,48,2,77,30,OSBS.03019
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,26,1,48,28,OSBS.03020
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_49_rgb.tif,3,0,36,13,OSBS.03021
