path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,101,174,140,198,OSBS.00816
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,38,162,91,199,OSBS.00817
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,32,186,37,198,OSBS.00819
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,106,159,131,179,OSBS.00815
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,3,171,31,194,OSBS.00825
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,93,111,159,155,OSBS.00803
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,175,83,200,140,OSBS.00801
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,145,91,174,125,OSBS.00802
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,62,76,108,109,OSBS.00814
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,111,66,143,101,OSBS.00809
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,14,97,53,106,OSBS.00820
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,144,71,171,86,OSBS.00808
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,2,9,62,96,OSBS.00821
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,163,35,200,68,OSBS.00806
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,145,45,164,71,OSBS.00807
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,110,31,149,62,OSBS.00810
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,152,27,191,39,OSBS.00805
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,147,0,200,26,OSBS.00811
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,84,14,109,40,OSBS.00823
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,64,17,83,32,OSBS.00822
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,101,0,138,18,OSBS.00812
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_33_rgb.tif,67,1,98,11,OSBS.00824
