path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,103,1,172,41,OSBS.03827
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,55,2,83,32,OSBS.03828
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,2,2,50,54,OSBS.07986
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,140,46,195,94,OSBS.03826
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,65,65,107,115,OSBS.03831
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,23,57,42,84,OSBS.03830
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,137,114,199,200,OSBS.03835
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,2,86,17,122,OSBS.00040
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,5,132,72,186,OSBS.03832
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_47_rgb.tif,27,188,63,199,OSBS.03839
