path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,173,0,200,74,OSBS.03712
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,87,17,141,65,OSBS.03744
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,0,0,25,36,OSBS.03742
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,56,18,89,57,OSBS.03743
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,83,59,155,96,OSBS.03753
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,135,83,181,132,OSBS.03746
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,18,74,61,115,OSBS.03752
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,94,97,141,137,OSBS.03755
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,78,96,93,129,OSBS.03754
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,134,134,168,161,OSBS.03748
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,81,146,119,183,OSBS.03757
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,34,144,72,170,OSBS.03750
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_51_rgb.tif,0,171,88,200,OSBS.03749
