path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,164,1,197,49,OSBS.03386
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,0,0,43,26,OSBS.03415
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,173,51,196,101,OSBS.03427
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,99,42,115,51,OSBS.03378
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,3,27,20,35,OSBS.03377
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,79,48,113,74,OSBS.03420
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,27,42,55,69,OSBS.03416
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,57,50,71,65,OSBS.03419
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,31,71,60,100,OSBS.03417
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,73,84,105,115,OSBS.03384
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,0,80,30,108,OSBS.03379
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,131,123,182,177,OSBS.03426
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,10,109,42,136,OSBS.03380
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,0,115,9,164,OSBS.03382
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,44,130,74,181,OSBS.03425
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,75,142,115,188,OSBS.06088
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_53_rgb.tif,9,176,24,186,OSBS.08092
