path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,84,3,141,44,OSBS.03501
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,25,3,62,25,OSBS.03475
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,4,4,15,32,OSBS.06016
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,49,31,106,60,OSBS.03476
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,122,45,144,57,OSBS.03485
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,83,50,116,92,OSBS.03483
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,164,76,190,96,OSBS.03582
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,142,81,176,103,OSBS.00023
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,28,66,59,131,OSBS.03478
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,95,94,137,161,OSBS.03482
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,129,148,199,187,OSBS.03502
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,34,136,69,171,OSBS.03479
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,4,137,18,173,OSBS.03522
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,11,157,29,187,OSBS.03480
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,82,183,115,200,OSBS.03592
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,116,189,145,199,OSBS.00024
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,26,183,65,199,OSBS.03591
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_24_rgb.tif,10,190,25,199,OSBS.03517
