path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,134,173,161,198,OSBS.00676
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,98,173,128,200,OSBS.00677
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,62,166,93,194,OSBS.00678
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,145,146,185,173,OSBS.00674
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,0,156,48,188,OSBS.00643
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,1,177,5,193,OSBS.00811
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,49,156,61,174,OSBS.00651
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,83,126,121,163,OSBS.00673
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,47,134,79,153,OSBS.07452
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,10,99,52,154,OSBS.00656
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,93,87,138,127,OSBS.00671
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,53,96,74,133,OSBS.00655
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,167,30,197,104,OSBS.00697
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,52,59,98,106,OSBS.00657
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,139,49,165,92,OSBS.00666
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,102,63,137,87,OSBS.00669
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,109,42,138,63,OSBS.00662
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,65,33,98,52,OSBS.00695
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,99,11,128,43,OSBS.00661
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,123,7,153,37,OSBS.00664
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_46_rgb.tif,0,20,20,50,OSBS.00683
