path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,100,0,149,56,OSBS.02136
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,47,1,82,38,OSBS.02140
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,1,25,28,53,OSBS.02141
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,67,41,92,65,OSBS.02055
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,183,56,200,104,OSBS.02060
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,56,66,98,104,OSBS.02143
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,148,75,167,91,OSBS.02059
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,100,73,118,95,OSBS.02056
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,0,61,8,79,OSBS.02142
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,84,93,143,131,OSBS.02149
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,2,80,13,96,OSBS.02147
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,46,103,79,137,OSBS.02146
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,82,112,146,161,OSBS.02150
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,187,140,200,171,OSBS.02178
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,5,143,42,197,OSBS.02148
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,161,160,195,200,OSBS.02152
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,76,167,100,186,OSBS.02151
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_19_rgb.tif,128,185,158,200,OSBS.02069
