path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,152,0,199,53,OSBS.02714
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,57,0,117,39,OSBS.02707
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,62,54,97,89,OSBS.02726
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,118,68,178,140,OSBS.02713
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,1,74,23,117,OSBS.02708
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,39,90,68,118,OSBS.02709
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,32,120,75,165,OSBS.02710
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,12,121,30,147,OSBS.02711
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,16,156,45,182,OSBS.02712
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_20_rgb.tif,152,173,175,200,OSBS.02718
