path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,175,1,197,55,OSBS.00123
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,111,4,175,65,OSBS.00122
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,86,18,104,35,OSBS.00121
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,175,70,197,104,OSBS.00044
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,39,92,119,171,OSBS.00120
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,98,128,169,199,OSBS.00114
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,178,138,197,172,OSBS.00116
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,175,173,197,200,OSBS.00115
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,83,171,97,179,OSBS.00119
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_44_rgb.tif,66,183,105,200,OSBS.00111
