path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,104,151,172,198,OSBS.02959
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,109,199,152,200,OSBS.02958
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,57,188,105,200,OSBS.02969
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,178,95,193,151,OSBS.02961
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,70,73,173,152,OSBS.02960
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,28,146,45,165,OSBS.02968
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,14,154,26,162,OSBS.02970
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,167,0,193,73,OSBS.02965
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,112,0,161,70,OSBS.02962
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,32,23,117,73,OSBS.02963
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_16_rgb.tif,37,0,112,23,OSBS.02964
