path,xmin,ymin,xmax,ymax,label
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,84,129,168,188,OSBS.00953
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,20,158,80,200,OSBS.00945
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,0,93,60,157,OSBS.00941
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,87,31,171,128,OSBS.06166
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,172,65,200,110,OSBS.06162
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,62,63,86,104,OSBS.01038
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,13,79,44,92,OSBS.06152
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,143,0,200,64,OSBS.06161
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,45,56,64,70,OSBS.01041
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,21,44,43,74,OSBS.06151
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,49,10,96,47,OSBS.01037
/Users/sergiomarconi/Documents/GitHub/Chapter3a/convnets_data/retinanet/dataset/images/simplot_36_rgb.tif,1,0,89,39,OSBS.01036
